original_city,canonical_city,changed,original_bookings,canonical_bookings
"Vilabella, Tarragona",Tarragona,True,38,3075
"Sahagún, León","Sahagún, León",False,38,38
Elviria,"Marbella, Málaga",True,37,6779
Almonaster La Real,Almonaster La Real,False,36,36
Suances,Santander,True,36,6325
"Rubió, Barcelona ",Barcelona,True,36,27987
Benimantell,Calpe,True,36,2438
Busturi-Axpe,Bergara,True,36,2465
TORRES,TORRES,False,36,36
Moriles,Moriles,False,35,35
TAZACORTE,TAZACORTE,False,35,35
Peñiscola,Peñiscola,False,35,35
Son Carrió i Cala Millor,Son Carrió i Cala Millor,False,34,34
"Carrizo de la Ribera, León,",León,True,34,5305
Radazul,Radazul,False,34,34
Cistella,"Vall-llobrega, Girona",True,34,2228
"Paulenca, Granada",Granada,True,34,8287
Águilas,Mojácar,True,34,3106
Torres del Río,Nájera,True,34,3163
Olerdola,Sitges,True,34,4574
Azuelo,Nájera,True,34,3163
YESTE,YESTE,False,33,33
Lucena,Lucena,False,33,33
Lajares - La Oliva Fuerteventura,Lajares - La Oliva Fuerteventura,False,33,33
Lerín,Pamplona,True,33,2752
Sanchidrian,Segovia,True,33,7214
la Marina,Torrevieja,True,33,5325
Horche,Guadalajara,True,33,3510
Sepúlveda,Segovia,True,32,7214
Moià,Barcelona,True,32,27987
"Ferrol, A Coruña, ",Miño,True,32,4974
Xavestre,Pedrouzo,True,32,6098
Fanzara,Fanzara,False,32,32
"Hostafrancs, Els plans de sió, LLEIDA",Cervera,True,31,3682
Foz,Foz,False,31,31
Finestrat,Manises,True,31,5501
Vélez Blanco,Vélez Blanco,False,31,31
"Padul, Granada",Granada,True,31,8287
"Polop, Alicante",Calpe,True,30,2438
Maçanet de la selva ,Tossa de Mar,True,30,2191
"Ribera de Cardós, Lleida","Ribera de Cardós, Lleida",False,30,30
"Serdio, Cantabria","Candás, Asturias",True,30,2209
"Benaojan, Malaga",Setenil de las Bodegas,True,30,5204
"San Sebastián de La Gomera, Santa Cruz de Tenerife","San Sebastián de La Gomera, Santa Cruz de Tenerife",False,30,30
"Lubrín, Almería",Mojácar,True,29,3106
Los Palacios y Villafranca,"Las Cabezas de San Juan, Sevilla",True,29,2600
Telde,Telde,False,29,29
Garachico,Garachico,False,28,28
Iznájar,Iznájar,False,28,28
"San Carlos del Valle, Ciudad Real",Almagro,True,27,2563
El Real de San Vicente,El Real de San Vicente,False,27,27
"GUIXERS, Lleida","GUIXERS, Lleida",False,27,27
Málaga ,Málaga,True,27,17675
Olmedo,Valladolid,True,27,5769
El Torno Caceres,El Torno Caceres,False,27,27
Cómpeta,"Nerja, Málaga",True,27,3965
Alboraya,Valencia,True,27,10751
"Maspalomas, Las Palmas","Maspalomas, Las Palmas",False,27,27
fuengirola,Alhaurín el Grande,True,27,2409
Villalcázar de Sirga,Villalcázar de Sirga,False,26,26
Belmonte,Belmonte,False,26,26
Costa Calma (Fuerteventura),Costa Calma (Fuerteventura),False,26,26
Mogón (Villacarrillo),Mogón (Villacarrillo),False,26,26
Dobro (Burgos),Dobro (Burgos),False,26,26
Colmenar de Oreja,Madrid,True,26,61315
"Hinojales, Huelva",ZAFRA,True,25,2390
Vilademuls,"L'Escala, Girona",True,25,3166
Sueca,Cullera,True,25,3452
"Fuentespina, Burgos","Fuentespina, Burgos",False,25,25
Sanxenxo,Pontevedra,True,25,4895
"Valentín, Murcia,","Valentín, Murcia,",False,24,24
Vic,Vic,False,24,24
Carnota,Muxia,True,24,2371
"RENAU, Tarragona",Tarragona,True,24,3075
Lloseta,Lloseta,False,24,24
SA RAPITA,SA RAPITA,False,24,24
Son Ferrer,Son Ferrer,False,24,24
CALPE,Calpe,True,23,2438
Ribeira,Caldas de Reis,True,23,5231
Biescas,Biescas,False,23,23
Mazcuerras,Santander,True,23,6325
Lladurs,Cervera,True,23,3682
Bagà,Bagà,False,23,23
Huesca,Huesca,False,22,22
"San Juan del Molinillo, Ávila","San Juan del Molinillo, Ávila",False,22,22
Linares de Mora,Linares de Mora,False,22,22
Sierra de Fuentes,Sierra de Fuentes,False,22,22
 Cadalso de los Vidrios, Cadalso de los Vidrios,False,22,22
"Alhaurin el Grande,",Alhaurín el Grande,True,22,2409
Carcabuey,Carcabuey,False,22,22
"Baralla, Lugo",Sarria,True,22,2085
Sabero,León,True,22,5305
Cadiz ,Cádiz,True,21,2756
Barcience,Toledo,True,21,19599
Valdepeñas,Almagro,True,21,2563
La Lastrilla,Segovia,True,21,7214
Peníscola,Peníscola,False,21,21
"Teia, BARCELONA",Barcelona,True,21,27987
"San Pere de Ribes, Barcelona",Barcelona,True,21,27987
Camprodon ,Camprodon ,False,20,20
Vera de Moncayo,"Tudela, Navarra",True,20,2362
Osma,Bergara,True,20,2465
Rozalen del Monte,Rozalen del Monte,False,20,20
Chiclana,Cádiz,True,20,2756
Haro,Santo Domingo de la Calzada,True,19,10773
ALICANTEALACANT,"Alacant, Alicante,",True,19,2824
"Tacoronte, Santa Cruz de Tenerife ","Tacoronte, Santa Cruz de Tenerife ",False,19,19
Sant Josep de sa Talaia,La Savina,True,19,2758
Caleta De fuste,Caleta De fuste,False,19,19
Mogan,Mogan,False,19,19
BENICARLO,BENICARLO,False,19,19
"San Martín de la Vega del Alberche, Ávila","San Martín de la Vega del Alberche, Ávila",False,19,19
Cobisa (Toledo),Toledo,True,19,19599
Massalfassar,Valencia,True,19,10751
Maia de Moncal,Roses,True,19,3009
"Carpio de Azaba, Salamanca","Carpio de Azaba, Salamanca",False,19,19
Bollullos de la Mitación,Sevilla,True,18,26417
Alcúdia ,Alcúdia ,False,18,18
Malgrat de Mar,Tossa de Mar,True,18,2191
Calaceite,Valderrobres,True,18,3742
Benissa ,Calpe,True,18,2438
ATAPUERCA,Burgos,True,18,3283
Petra,Petra,False,18,18
Argentona,Barcelona,True,18,27987
 Pulgar,Toledo,True,18,19599
Campillo de Dueñas,Campillo de Dueñas,False,18,18
Trevélez,Granada,True,18,8287
Unquera,Unquera,False,18,18
Benasque ,Benasque ,False,17,17
Puebla de Don Fadrique,Puebla de Don Fadrique,False,17,17
Javea,Denia,True,17,2751
Meaño,Pontevedra,True,17,4895
Villanueva de la Serena,Villanueva de la Serena,False,17,17
"Los Molinos, Madrid",Segovia,True,17,7214
L'Hospitalet de Llobregat ,Barcelona,True,17,27987
Almogía (Málaga),Málaga,True,17,17675
Benajarafe,Málaga,True,16,17675
Baraibar,Pamplona,True,16,2752
Santa Cruz de las Serós,Sos del Rey Católico,True,16,2077
GÜÍMAR,GÜÍMAR,False,16,16
Gerindote,Toledo,True,16,19599
Albarracin,Albarracin,False,16,16
Cubelles,Sitges,True,16,4574
Mijas Costa  (Málaga),Alhaurín el Grande,True,16,2409
Soto en cameros,Nájera,True,16,3163
Zarautz y Fuerteventura,San Sebastián-Donostia,True,16,3497
Aler,Aler,False,16,16
Atxondo,Bergara,True,15,2465
Delt Ebre,"Tudela, Navarra",True,15,2362
Bor,Bor,False,15,15
 MARBELLA ,"Marbella, Málaga",True,15,6779
Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,False,15,15
"Pechina, ALMERIA",Las Negras,True,15,2194
Moraira,Calpe,True,15,2438
Arure,Arure,False,15,15
Puebla de Almenara,Puebla de Almenara,False,14,14
Agaete,Agaete,False,14,14
GAUTEGIZ-ARTEAGA   VIZCAYA,Bergara,True,14,2465
Almeria,Almeria,False,14,14
Playa honda San Bartolome Lanzarote,Playa honda San Bartolome Lanzarote,False,14,14
Pobladura de las Regueras,Pobladura de las Regueras,False,14,14
Villabrágima,Valladolid,True,14,5769
" Altura, Castellón",Manises,True,14,5501
Castillo Pedroso,Santander,True,14,6325
Los Alcázares - Región de Murcia,Torrevieja,True,14,5325
Los Realejos,Los Realejos,False,14,14
Morón de la Frontera,Setenil de las Bodegas,True,13,5204
Gratallops,Cambrils,True,13,2341
Álguilas,MURCIA,True,13,4577
San Miguel,La Savina,True,13,2758
"Trefacio, Zamora, Spain","Trefacio, Zamora, Spain",False,13,13
Costa Adeje ,Costa Adeje ,False,13,13
Porrera,Cambrils,True,13,2341
Mercadal,Fornells,True,13,2574
Bargas,Toledo,True,13,19599
Subirats,Sitges,True,13,4574
TALAVERUELA DE LA VERA,TALAVERUELA DE LA VERA,False,12,12
Grazalema,Setenil de las Bodegas,True,12,5204
"Olivenza, Badajoz","Olivenza, Badajoz",False,12,12
Playa Paraiso,Playa Paraiso,False,12,12
Campello,Alicante,True,12,6701
Costa Adeje,Costa Adeje,False,12,12
Valencia ,Valencia,True,12,10751
barcelona,Barcelona,True,12,27987
Labuerda,Labuerda,False,12,12
Benahavís,"Marbella, Málaga",True,12,6779
CALANA,Valderrobres,True,11,3742
"Son Parc, Es Mercadal",Fornells,True,11,2574
Perafita,Perafita,False,11,11
NAVARREDONDA DE GREDOS,NAVARREDONDA DE GREDOS,False,11,11
Páramo del Sil,"Pedrafita do Cebreiro, Lugo",True,11,3013
La Bisbal,"Vall-llobrega, Girona",True,11,2228
"Vilanova De Arousa, Pontevedra",Caldas de Reis,True,11,5231
Salou ,Salou,True,11,2824
"El Casar de Talavera, Toledo","El Casar de Talavera, Toledo",False,11,11
Astorga,León,True,11,5305
Camprodón,Camprodón,False,11,11
Alojera - la Gomera ,Alojera - la Gomera ,False,10,10
Hoyos del Espino,Hoyos del Espino,False,10,10
Lloret de Mar ,Tossa de Mar,True,10,2191
Cangas de Onís,Cangas de Onís,False,10,10
chiclana de la frontera ,Cádiz,True,10,2756
Matute de la Sierra,Matute de la Sierra,False,10,10
"San Miguel de Abona, Santa Cruz de Tenerife","San Miguel de Abona, Santa Cruz de Tenerife",False,10,10
Santillana del Mar,Santander,True,10,6325
Caimari,Caimari,False,10,10
Valdealgorfa,Valderrobres,True,10,3742
Barbadillo del Pez,Santo Domingo de la Calzada,True,9,10773
"La Parrilla, Valladolid",Valladolid,True,9,5769
La Pobla de Segur,La Pobla de Segur,False,9,9
Gijón,"Candás, Asturias",True,9,2209
HOSPITALET DE LLOBREGAT ,Barcelona,True,9,27987
Binisalem,Binisalem,False,9,9
"Oreña, Alfoz de Lloredo",Santander,True,9,6325
El Albir,Calpe,True,9,2438
Sant Pere de Vilamajor,Barcelona,True,9,27987
Gudar,Gudar,False,9,9
Cuntis,Caldas de Reis,True,9,5231
Bot,Valderrobres,True,9,3742
Castejón de Sos,Castejón de Sos,False,8,8
Sanlúcar de Barrameda,"Jerez de la Frontera, Cádiz",True,8,2978
San Martín de Valdeiglesias,San Martín de Valdeiglesias,False,8,8
Ávila,Ávila,False,8,8
Gargüera de la Vera - Cáceres ,Gargüera de la Vera - Cáceres ,False,8,8
Mora De Luna,León,True,8,5305
Colonia de Sant Jordi,Colonia de Sant Jordi,False,8,8
Hoyo de Manzanares,Madrid,True,8,61315
Cervera del Rio Alhama,"Tudela, Navarra",True,8,2362
Montellano,"Las Cabezas de San Juan, Sevilla",True,8,2600
Cornellà de Terri ,"L'Escala, Girona",True,8,3166
"Abades, Segovia",Segovia,True,8,7214
Mijas Costa,Alhaurín el Grande,True,8,2409
Camós,"L'Escala, Girona",True,8,3166
Ubrique,Setenil de las Bodegas,True,8,5204
Campanillas,Málaga,True,8,17675
Porreres,Porreres,False,8,8
"Los Llanos de Aridane, La Palma","Los Llanos de Aridane, La Palma",False,7,7
El Tarrós,Cervera,True,7,3682
Vilafranca de Bonany,Vilafranca de Bonany,False,7,7
Ponteveda,Pontevedra,True,7,4895
Nava,Oviedo,True,7,4794
Becerril de Guía,Becerril de Guía,False,7,7
Gautegiz Arteaga,Bergara,True,7,2465
Cangas De Onís,Cangas De Onís,False,7,7
Icod de los Vinos,Icod de los Vinos,False,7,7
Os De Civís,Os De Civís,False,7,7
La Coruña,A Coruña,True,7,6609
Altafulla,Tarragona,True,7,3075
Roquetas de Mar Almeria,Roquetas de Mar Almeria,False,7,7
"Urbanización La Alcaidesa,La Linea de la Concepción","Tarifa, Cádiz",True,7,3262
"Castellar de la Muntanya, Girona","Castellar de la Muntanya, Girona",False,7,7
Canet de Berenguer,Valencia,True,7,10751
Benalmadena,Málaga,True,6,17675
Campos,Campos,False,6,6
Chiclana de la frontera,Cádiz,True,6,2756
Ortigueira,Miño,True,6,4974
Sotoserrano,Sotoserrano,False,6,6
Priorat de Banyeres,Sitges,True,6,4574
Trevejo,Trevejo,False,6,6
Juncosa de Les Garrigues,Cambrils,True,6,2341
Albanchez de Magina,Albanchez de Magina,False,6,6
"Argés, TOLEDO",Toledo,True,5,19599
Escarrilla,Escarrilla,False,5,5
Rojals,Tarragona,True,5,3075
banyoles,"L'Escala, Girona",True,5,3166
pitillas,Sos del Rey Católico,True,5,2077
Carrión de los Condes,Carrión de los Condes,False,5,5
L'Esquirol,L'Esquirol,False,5,5
Vielha ,Vielha ,False,5,5
Capmany,Roses,True,5,3009
Riofrío - Escalonilla (Ávila),Riofrío - Escalonilla (Ávila),False,5,5
Cangas de Onis,Cangas de Onis,False,5,5
Oropesa del Mar,Oropesa del Mar,False,5,5
Ponteareas - Pontevedra,"Redondela, Pontevedra",True,5,3088
Arriate,Setenil de las Bodegas,True,4,5204
Riaño,Riaño,False,4,4
"Pedrazales (Parque Natural del lago de Sanabria), Galende, Zamora","Pedrazales (Parque Natural del lago de Sanabria), Galende, Zamora",False,4,4
Fuerteventura,Fuerteventura,False,4,4
Aldehuela de la Bóveda (Salamanca),Salamanca,True,4,5616
"Salou, Tarragona",Salou,True,4,2824
Priego de Córdoba,Priego de Córdoba,False,4,4
"Parres, Llanes","Parres, Llanes",False,4,4
"Benasque, Huescca","Benasque, Huescca",False,4,4
Alcalá de Henares,Guadalajara,True,4,3510
"Playa del Ingles, Maspalomas","Playa del Ingles, Maspalomas",False,4,4
"Plasenzuela, Cáceres","Plasenzuela, Cáceres",False,4,4
La Granadella,Cambrils,True,4,2341
"El Acebrón, Cuenca","El Acebrón, Cuenca",False,4,4
Santa Cruz de la Palma,Santa Cruz de la Palma,False,4,4
" Lalín, Pontevedra","O Pino, A Coruña",True,4,5236
Cangas del narcea ,Cangas del narcea ,False,4,4
"Cazalla de la Sierra, Sevilla","Cazalla de la Sierra, Sevilla",False,4,4
La Nava,La Nava,False,4,4
Orellana La Vieja,Orellana La Vieja,False,4,4
San Agustín San Bartolome de Tirajana ,San Agustín San Bartolome de Tirajana ,False,4,4
Guía de Isora,Guía de Isora,False,4,4
 Córdoba,Córdoba,True,3,5489
Ses Salines,Fornells,True,3,2574
Pantín Valdoviño,Miño,True,3,4974
Tafalla,Pamplona,True,3,2752
Vinaròs,Vinaròs,False,3,3
El Rompido,"Isla Cristina, Huelva",True,3,3286
Santa Cilia de Jaca,Sos del Rey Católico,True,3,2077
Alella,Barcelona,True,3,27987
San Miguel de Luena,Santander,True,3,6325
Playa de Muro,Playa de Muro,False,3,3
Potes,Potes,False,3,3
Caleta de Velez (Málaga),"Nerja, Málaga",True,3,3965
Hontanar,Toledo,True,3,19599
Cordoba,Córdoba,True,3,5489
Currelos,Portomarín,True,3,3691
Porreras,Porreras,False,3,3
MURO DE ALCOI,Calpe,True,3,2438
Cartagena ,MURCIA,True,3,4577
Almodóvar del Río,Córdoba,True,3,5489
Andratx,Andratx,False,3,3
Torreblanca,Torreblanca,False,3,3
Burriana,Burriana,False,3,3
Estamariu,Estamariu,False,2,2
Dénia,Denia,True,2,2751
Aín,Manises,True,2,5501
Cartama ,Alhaurín el Grande,True,2,2409
Fataga,Fataga,False,2,2
BURGOS,Burgos,True,2,3283
Pedreguer,Denia,True,2,2751
ALMERIA (ROQUETAS DE MAR),ALMERIA (ROQUETAS DE MAR),False,2,2
Benahavis,"Marbella, Málaga",True,2,6779
QUATRETONDETA,Calpe,True,2,2438
Caminomorisco,Caminomorisco,False,2,2
Burriana ,Burriana ,False,2,2
"Burela, Lugo","Burela, Lugo",False,2,2
Vidreres,Tossa de Mar,True,2,2191
Orbaizeta,"Zubiri, Navarra",True,2,2642
Vigo. Pontevedra,"Redondela, Pontevedra",True,2,3088
Castelldefels,Sitges,True,2,4574
Palma de Mallorca,Palma de Mallorca,False,2,2
"Monesterio, Badajoz",ZAFRA,True,1,2390
Añón de Moncayo,"Tudela, Navarra",True,1,2362
Lanzarote,Lanzarote,False,1,1
LINARES,LINARES,False,1,1
Puig-reig,Puig-reig,False,1,1
Polop de la Marina,Calpe,True,1,2438
Garganta La Olla,Garganta La Olla,False,1,1
"Aldealengua, Salamanca",Salamanca,True,1,5616
Palomera,Palomera,False,1,1
Guisando,Guisando,False,1,1
Albuñuelas (Granada),Nerja,True,1,4525
Sagunto,Valencia,True,1,10751
Cazorla (Jaén),Cazorla (Jaén),False,1,1
Velada,Velada,False,1,1
"Villanueva del Ariscal, Sevilla",Sevilla,True,1,26417
Lloret de Mar,Tossa de Mar,True,1,2191
Arrecife,Arrecife,False,1,1
Esterri d'Àneu,Esterri d'Àneu,False,1,1
Teia,Barcelona,True,1,27987
"Pedro Bernardo, Ávila","Pedro Bernardo, Ávila",False,1,1
La Zubia,Granada,True,1,8287
Villaviciosa de Odón,Madrid,True,1,61315
Guardamar del Segura,Torrevieja,True,1,5325
Mijas,"Marbella, Málaga",True,1,6779
el vendrell,Sitges,True,1,4574
"Atienza, Guadalajara","Atienza, Guadalajara",False,1,1
Santa Susanna,Tossa de Mar,True,1,2191
Bubión,Granada,True,1,8287
Arbuniel,Arbuniel,False,1,1
Playa d'Aro,"Vall-llobrega, Girona",True,1,2228
Torredembarra,Tarragona,True,1,3075
"Charco del Pino, Granadilla de Abona","Charco del Pino, Granadilla de Abona",False,1,1
Villanueva de Duero,Valladolid,True,1,5769
"Puente Arroes, 5","Candás, Asturias",True,1,2209
"Oropesa del Mar, Castellón","Oropesa del Mar, Castellón",False,1,1
Rueda,Valladolid,True,1,5769
"Puerto del Rosario, Fuerteventura","Puerto del Rosario, Fuerteventura",False,1,1
Forcarei,Caldas de Reis,True,1,5231
San Cristóbal de La Laguna,San Cristóbal de La Laguna,False,1,1
"Torroella de Montgrí, Girona","L'Escala, Girona",True,1,3166
