hotel_id,target_date,segment,performance,recommendation,current_price,recommended_price,current_revpar,expected_revpar,peer_median_price,best_peer_price,best_peer_revpar,elasticity_used,reasoning,confidence,n_peers
20732,2024-06-15,urban_core,underperforming,RAISE,84.49476851851853,187.41,20.12,9.37,155.0,187.41,3239.54,-0.991,Hotel is underpriced vs best peer. Raise to €187.,medium,5
24418,2024-06-15,urban_fringe,underperforming,RAISE,106.78544326732994,200.9,116.17,167.16,100.82,200.9,8581.1,-0.267,Hotel is underpriced vs best peer. Raise to €201.,medium,6
13787,2024-06-15,small_town,underperforming,LOWER,376.418,184.15,53.77,36.37,127.65,184.15,6024.19,-0.749,Hotel is overpriced vs best peer. Lower to €184.,low,9
13040,2024-06-15,resort_coastal,underperforming,LOWER,540.025,187.41,135.01,60.47,165.14,187.41,3239.54,-0.445,Hotel is overpriced vs best peer. Lower to €187.,low,7
23326,2024-06-15,major_metro,underperforming,LOWER,313.0394166666667,200.86,53.66,43.83,165.2,200.86,1520.81,-0.761,Hotel is overpriced vs best peer. Lower to €201.,medium,9
9410,2024-06-15,small_town,underperforming,LOWER,506.1818181818182,347.57,72.31,61.31,461.41,347.57,27408.43,-0.749,Hotel is overpriced vs best peer. Lower to €348.,medium,8
27942,2024-06-15,major_metro,new_hotel,SET,,118.03,,35.41,118.03,156.68,2014.41,-0.761,New hotel. Start at peer median €118.,low,8
18271,2024-06-15,urban_core,underperforming,INVESTIGATE,116.41714285714286,116.42,16.63,16.63,97.2,106.17,803.88,-0.991,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,low,7
8983,2024-06-15,rural,underperforming,LOWER,363.4241666666667,239.65,51.92,41.2,149.56,239.65,39507.92,-0.597,Hotel is overpriced vs best peer. Lower to €240.,low,8
22490,2024-06-15,urban_core,underperforming,RAISE,103.93912393162394,131.39,38.83,37.34,140.06,131.39,9516.68,-0.907,Hotel is underpriced vs best peer. Raise to €131.,high,9
22536,2024-06-15,major_metro,underperforming,RAISE,78.23369047619047,138.95,22.35,16.24,142.24,138.95,14371.23,-0.761,Hotel is underpriced vs best peer. Raise to €139.,low,5
24130,2024-06-15,urban_fringe,underperforming,RAISE,60.083697845707206,111.89,31.47,40.03,69.77,111.89,1470.61,-0.368,Hotel is underpriced vs best peer. Raise to €112.,low,4
23402,2024-06-15,rural,underperforming,RAISE,69.79333333333334,86.1,12.46,13.23,71.5,86.1,3333.25,-0.597,Hotel is underpriced vs best peer. Raise to €86.,low,7
23572,2024-06-15,urban_fringe,underperforming,INVESTIGATE,197.00866099773245,197.01,34.17,34.17,146.59,194.98,2980.35,-0.496,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,high,8
22058,2024-06-15,resort_coastal,underperforming,LOWER,186.8,162.05,17.79,16.34,150.0,162.05,3403.11,-0.445,Hotel is overpriced vs best peer. Lower to €162.,low,7
21808,2024-06-15,major_metro,underperforming,LOWER,257.4,156.45,36.77,29.02,600.0,156.45,938.72,-0.761,Hotel is overpriced vs best peer. Lower to €156.,low,3
26191,2024-06-15,urban_core,underperforming,INVESTIGATE,180.6264642857143,180.63,93.54,93.54,144.03,158.07,2032.35,-0.742,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,10
25121,2024-06-15,rural,underperforming,INVESTIGATE,102.5625,102.56,14.65,14.65,106.2,96.54,634.4,-0.597,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,low,10
19148,2024-06-15,resort_coastal,underperforming,RAISE,56.1,70.97,8.01,8.94,88.05,70.97,1459.87,-0.445,Hotel is underpriced vs best peer. Raise to €71.,low,8
25376,2024-06-15,major_metro,underperforming,RAISE,97.8756875,151.98,15.38,13.83,115.0,151.98,3365.24,-0.761,Hotel is underpriced vs best peer. Raise to €152.,medium,7
14451,2024-06-15,urban_fringe,underperforming,RAISE,49.5,175.53,1.77,8.78,151.32,175.53,4622.22,-0.496,Hotel is underpriced vs best peer. Raise to €176.,low,9
23757,2024-06-15,urban_fringe,underperforming,RAISE,59.54363795518207,100.97,1.99,5.05,76.62,100.97,1434.36,-0.496,Hotel is underpriced vs best peer. Raise to €101.,medium,8
18184,2024-06-15,rural,underperforming,LOWER,341.26690476190475,136.98,69.65,37.95,84.8,136.98,32308.5,-0.597,Hotel is overpriced vs best peer. Lower to €137.,medium,6
21131,2024-06-15,urban_fringe,underperforming,INVESTIGATE,95.23342857142858,95.23,13.6,13.6,91.1,106.17,803.88,-0.496,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,low,7
27933,2024-06-15,urban_core,underperforming,RAISE,37.888888888888886,84.08,6.96,4.2,80.5,84.08,1135.09,-0.991,Hotel is underpriced vs best peer. Raise to €84.,low,5
27822,2024-06-15,urban_fringe,new_hotel,SET,,113.25,,33.98,113.25,89.87,2721.77,-0.496,New hotel. Start at peer median €113.,low,7
7839,2024-06-15,coastal_town,new_hotel,SET,,46.19,,13.86,46.19,209.34,707.19,-0.883,New hotel. Start at peer median €46.,low,8
7097,2024-06-15,major_metro,new_hotel,SET,,119.34,,35.8,119.34,123.55,1429.68,-0.761,New hotel. Start at peer median €119.,low,7
6577,2024-06-15,major_metro,new_hotel,SET,,89.51,,26.85,89.51,92.32,7992.08,-0.761,New hotel. Start at peer median €90.,low,7
11227,2024-06-15,major_metro,new_hotel,SET,,94.97,,28.49,94.97,77.29,2373.8,-0.761,New hotel. Start at peer median €95.,low,9
7280,2024-06-15,rural,new_hotel,SET,,93.72,,28.12,93.72,77.05,4689.31,-0.597,New hotel. Start at peer median €94.,low,5
11402,2024-06-15,urban_fringe,new_hotel,SET,,58.0,,17.4,58.0,157.78,1262.24,-0.496,New hotel. Start at peer median €58.,low,9
6283,2024-06-15,small_town,new_hotel,SET,,121.75,,36.52,121.75,133.5,3661.85,-0.749,New hotel. Start at peer median €122.,low,8
11198,2024-06-15,urban_core,new_hotel,SET,,126.14,,37.84,126.14,137.06,6285.27,-0.991,New hotel. Start at peer median €126.,low,10
16084,2024-06-15,rural,underperforming,LOWER,185.73,110.63,26.53,19.62,196.75,110.63,8787.05,-0.597,Hotel is overpriced vs best peer. Lower to €111.,low,10
10714,2024-06-15,rural,new_hotel,SET,,233.84,,70.15,233.84,454.6,1428.74,-0.597,New hotel. Start at peer median €234.,low,8
11660,2024-06-15,small_town,new_hotel,SET,,70.13,,21.04,70.13,166.73,373.15,-0.749,New hotel. Start at peer median €70.,low,8
26106,2024-06-15,coastal_town,underperforming,LOWER,184.25,156.19,39.48,37.97,176.14,156.19,4462.65,-0.883,Hotel is overpriced vs best peer. Lower to €156.,low,10
6639,2024-06-15,rural,new_hotel,SET,,110.31,,33.09,110.31,141.06,1769.28,-0.597,New hotel. Start at peer median €110.,low,8
8059,2024-06-15,rural,new_hotel,SET,,96.52,,28.96,96.52,111.57,9036.99,-0.597,New hotel. Start at peer median €97.,low,8
12980,2024-06-15,urban_core,new_hotel,SET,,54.0,,16.2,54.0,262.0,889.65,-0.991,New hotel. Start at peer median €54.,low,7
15324,2024-06-15,urban_fringe,underperforming,LOWER,250.0,116.82,35.71,21.09,119.06,116.82,801.03,-0.496,Hotel is overpriced vs best peer. Lower to €117.,low,6
28023,2024-06-15,major_metro,new_hotel,SET,,118.25,,35.48,118.25,94.39,809.05,-0.761,New hotel. Start at peer median €118.,low,6
24751,2024-06-15,resort_coastal,underperforming,RAISE,42.27777777777778,66.9,6.04,7.08,71.3,66.9,3086.82,-0.445,Hotel is underpriced vs best peer. Raise to €67.,low,7
22205,2024-06-15,small_town,underperforming,LOWER,189.5625,86.73,47.39,30.49,194.5,86.73,1734.52,-0.749,Hotel is overpriced vs best peer. Lower to €87.,low,7
20979,2024-06-15,small_town,underperforming,RAISE,89.36562499999998,123.55,21.28,20.99,66.26,123.55,1429.68,-0.749,Hotel is underpriced vs best peer. Raise to €124.,high,8
27250,2024-06-15,provincial_city,underperforming,RAISE,67.32,138.82,19.23,6.94,105.68,138.82,2459.08,-1.103,Hotel is underpriced vs best peer. Raise to €139.,low,8
9996,2024-06-15,resort_coastal,new_hotel,SET,,89.88,,26.97,89.88,89.87,2721.77,-0.445,New hotel. Start at peer median €90.,low,8
9764,2024-06-15,urban_core,new_hotel,SET,,64.03,,19.21,64.03,96.48,627.09,-0.991,New hotel. Start at peer median €64.,low,8
11415,2024-06-15,major_metro,new_hotel,SET,,125.9,,37.77,125.9,240.61,13164.57,-0.761,New hotel. Start at peer median €126.,low,8
14919,2024-06-15,rural,new_hotel,SET,,74.75,,22.42,74.75,83.99,1323.81,-0.597,New hotel. Start at peer median €75.,low,9
28379,2024-06-15,urban_core,new_hotel,SET,,77.25,,23.18,77.25,78.35,5215.88,-0.991,New hotel. Start at peer median €77.,low,8
26835,2024-06-15,major_metro,new_hotel,SET,,265.59,,79.68,265.59,211.4,5949.39,-0.761,New hotel. Start at peer median €266.,low,9
26379,2024-06-15,resort_coastal,underperforming,LOWER,468.8125,280.55,83.72,59.05,308.42,280.55,4488.78,-0.445,Hotel is overpriced vs best peer. Lower to €281.,low,8
28183,2024-06-15,rural,new_hotel,SET,,121.33,,36.4,121.33,152.15,7433.82,-0.597,New hotel. Start at peer median €121.,low,9
25439,2024-06-15,coastal_town,underperforming,RAISE,112.0,315.21,16.0,15.76,214.99,315.21,10311.72,-0.883,Hotel is underpriced vs best peer. Raise to €315.,low,8
26914,2024-06-15,urban_fringe,new_hotel,SET,,119.46,,35.84,119.46,88.41,10748.31,-0.496,New hotel. Start at peer median €119.,low,7
27324,2024-06-15,resort_coastal,underperforming,RAISE,69.53875,111.89,9.93,11.65,71.08,111.89,1470.61,-0.445,Hotel is underpriced vs best peer. Raise to €112.,low,4
25391,2024-06-15,major_metro,underperforming,LOWER,184.33937500000002,139.89,39.5,35.48,101.96,139.89,15548.3,-0.761,Hotel is overpriced vs best peer. Lower to €140.,medium,10
26643,2024-06-15,major_metro,underperforming,LOWER,109.3,71.77,15.61,12.93,97.22,71.77,3916.77,-0.761,Hotel is overpriced vs best peer. Lower to €72.,low,8
22990,2024-06-15,urban_core,underperforming,RAISE,191.4,341.84,27.34,17.09,142.71,341.84,9864.63,-0.991,Hotel is underpriced vs best peer. Raise to €342.,low,10
23874,2024-06-15,rural,underperforming,LOWER,125.125,78.9,17.88,13.76,70.75,78.9,5613.39,-0.597,Hotel is overpriced vs best peer. Lower to €79.,low,8
25264,2024-06-15,major_metro,underperforming,RAISE,16.979629629629628,210.09,0.35,10.5,129.6,210.09,2701.21,-0.761,Hotel is underpriced vs best peer. Raise to €210.,low,9
27699,2024-06-15,rural,new_hotel,SET,,107.33,,32.2,107.33,227.5,4192.45,-0.597,New hotel. Start at peer median €107.,low,9
27413,2024-06-15,rural,underperforming,RAISE,15.0,69.49,0.09,3.47,55.8,69.49,607.32,-0.597,Hotel is underpriced vs best peer. Raise to €69.,low,9
15454,2024-06-15,urban_fringe,underperforming,RAISE,228.9825,839.88,32.71,41.99,387.66,839.88,1679.76,-0.496,Hotel is underpriced vs best peer. Raise to €840.,low,8
18812,2024-06-15,resort_coastal,new_hotel,SET,,112.2,,33.66,112.2,162.05,3403.11,-0.445,New hotel. Start at peer median €112.,low,7
22627,2024-06-15,rural,underperforming,LOWER,169.79166666666669,98.93,27.29,19.86,100.76,98.93,6062.91,-0.597,Hotel is overpriced vs best peer. Lower to €99.,medium,7
15557,2024-06-15,provincial_city,underperforming,INVESTIGATE,116.28888888888888,116.29,38.76,38.76,83.49,123.48,9190.77,-1.061,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,9
24827,2024-06-15,resort_coastal,underperforming,RAISE,575.0,862.63,82.14,95.8,542.89,862.63,5422.23,-0.445,Hotel is underpriced vs best peer. Raise to €863.,low,8
25837,2024-06-15,major_metro,underperforming,LOWER,110.31500000000001,71.77,15.76,12.98,115.67,71.77,3916.77,-0.761,Hotel is overpriced vs best peer. Lower to €72.,low,8
25617,2024-06-15,urban_core,new_hotel,SET,,65.88,,19.76,65.88,75.23,4212.97,-0.991,New hotel. Start at peer median €66.,low,7
22972,2024-06-15,major_metro,new_hotel,SET,,118.69,,35.61,118.69,127.5,4954.34,-0.761,New hotel. Start at peer median €119.,low,9
25695,2024-06-15,urban_fringe,underperforming,INVESTIGATE,782.6033333333334,782.6,111.8,111.8,485.78,862.63,5422.23,-0.496,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,low,7
23906,2024-06-15,resort_coastal,underperforming,RAISE,139.87211111111114,200.28,22.2,25.68,95.28,200.28,2288.93,-0.445,Hotel is underpriced vs best peer. Raise to €200.,medium,9
27386,2024-06-15,resort_coastal,new_hotel,SET,,55.92,,16.78,55.92,62.35,3269.05,-0.445,New hotel. Start at peer median €56.,low,6
7034,2024-06-15,resort_coastal,new_hotel,SET,,70.0,,21.0,70.0,111.89,1470.61,-0.445,New hotel. Start at peer median €70.,low,5
24336,2024-06-15,urban_core,underperforming,INVESTIGATE,100.0,100.0,14.29,14.29,89.51,92.32,7992.08,-0.991,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,low,7
13874,2024-06-15,small_town,new_hotel,SET,,128.35,,38.5,128.35,116.24,2208.51,-0.749,New hotel. Start at peer median €128.,low,8
11664,2024-06-15,major_metro,new_hotel,SET,,68.18,,20.45,68.18,66.3,2055.3,-0.761,New hotel. Start at peer median €68.,low,6
11832,2024-06-15,urban_fringe,new_hotel,SET,,57.5,,17.25,57.5,59.09,1135.87,-0.496,New hotel. Start at peer median €58.,low,7
19799,2024-06-15,rural,underperforming,RAISE,77.67333333333333,100.71,11.1,11.84,125.93,100.71,4344.97,-0.597,Hotel is underpriced vs best peer. Raise to €101.,low,8
8116,2024-06-15,urban_fringe,new_hotel,SET,,62.5,,18.75,62.5,99.33,652.75,-0.496,New hotel. Start at peer median €62.,low,4
6106,2024-06-15,small_town,new_hotel,SET,,87.0,,26.1,87.0,81.83,491.01,-0.749,New hotel. Start at peer median €87.,low,4
11665,2024-06-15,major_metro,new_hotel,SET,,66.36,,19.91,66.36,66.3,2055.3,-0.761,New hotel. Start at peer median €66.,low,5
24028,2024-06-15,small_town,underperforming,RAISE,70.0,83.99,3.33,4.2,61.5,83.99,1323.81,-0.749,Hotel is underpriced vs best peer. Raise to €84.,low,4
10593,2024-06-15,rural,new_hotel,SET,,118.81,,35.64,118.81,112.26,3175.49,-0.597,New hotel. Start at peer median €119.,low,8
11159,2024-06-15,urban_fringe,new_hotel,SET,,39.35,,11.8,39.35,111.19,306.65,-0.496,New hotel. Start at peer median €39.,low,5
12982,2024-06-15,urban_fringe,new_hotel,SET,,60.0,,18.0,60.0,110.6,541.45,-0.496,New hotel. Start at peer median €60.,low,10
22960,2024-06-15,urban_core,underperforming,LOWER,126.83,100.71,36.24,34.65,120.96,100.71,4344.97,-0.991,Hotel is overpriced vs best peer. Lower to €101.,low,7
14106,2024-06-15,rural,new_hotel,SET,,97.1,,29.13,97.1,98.93,6062.91,-0.597,New hotel. Start at peer median €97.,low,8
14997,2024-06-15,rural,new_hotel,SET,,89.66,,26.9,89.66,61.99,1954.06,-0.597,New hotel. Start at peer median €90.,low,10
12644,2024-06-15,resort_coastal,new_hotel,SET,,99.5,,29.85,99.5,121.6,3005.2,-0.445,New hotel. Start at peer median €100.,low,9
8525,2024-06-15,provincial_city,new_hotel,SET,,114.42,,34.32,114.42,142.42,3967.35,-1.103,New hotel. Start at peer median €114.,low,8
16768,2024-06-15,major_metro,underperforming,RAISE,149.51384449378745,202.54,1156.44,192.41,85.67,202.54,3240.58,-0.41,Hotel is underpriced vs best peer. Raise to €203.,low,4
9300,2024-06-15,resort_coastal,underperforming,LOWER,111.74858058608059,67.43,61.4,41.71,87.84,67.43,10153.54,-0.317,Hotel is overpriced vs best peer. Lower to €67.,high,10
18784,2024-06-15,urban_fringe,underperforming,LOWER,165.87013605442175,94.76,101.55,65.9,90.8,94.76,5049.53,-0.317,Hotel is overpriced vs best peer. Lower to €95.,medium,6
12537,2024-06-15,provincial_city,underperforming,RAISE,93.14563915901304,219.73,53.56,10.99,60.0,219.73,582.47,-0.753,Hotel is underpriced vs best peer. Raise to €220.,high,9
14586,2024-06-15,rural,underperforming,RAISE,116.63517703421978,161.91,24.92,26.57,70.0,161.91,1428.27,-0.597,Hotel is underpriced vs best peer. Raise to €162.,medium,7
25523,2024-06-15,urban_core,underperforming,RAISE,163.14340625,471.7,128.18,23.59,131.17,471.7,12264.28,-0.533,Hotel is underpriced vs best peer. Raise to €472.,medium,8
20719,2024-06-15,urban_fringe,on_par,HOLD,145.25998576740403,145.26,26.5,26.5,55.38,209.34,707.19,-0.496,Hotel is performing on par with peers. Minor adjustments optional.,medium,5
9445,2024-06-15,coastal_town,underperforming,LOWER,107.83593756457218,84.69,107.84,80.45,87.0,84.69,6448.34,-0.475,Hotel is overpriced vs best peer. Lower to €85.,high,9
9025,2024-06-15,major_metro,underperforming,RAISE,106.69001374507447,132.09,45.12,47.17,114.68,132.09,992.56,-0.653,Hotel is underpriced vs best peer. Raise to €132.,high,10
9462,2024-06-15,resort_coastal,underperforming,INVESTIGATE,96.96102128427128,96.96,22.62,22.62,86.7,95.31,694.43,-0.445,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,10
10243,2024-06-15,urban_core,underperforming,RAISE,29.15332536183268,111.19,1.96,5.56,96.54,111.19,306.65,-0.991,Hotel is underpriced vs best peer. Raise to €111.,medium,6
21925,2024-06-15,urban_core,on_par,HOLD,59.66094415904662,59.66,198.46,198.46,71.88,65.45,673.24,-0.533,Hotel is performing on par with peers. Minor adjustments optional.,medium,5
14340,2024-06-15,urban_core,underperforming,RAISE,80.43163461538462,166.57,47.73,29.48,138.05,166.57,5568.09,-0.655,Hotel is underpriced vs best peer. Raise to €167.,medium,5
12460,2024-06-15,major_metro,on_par,HOLD,69.90227167947675,69.9,218.98,218.98,117.5,113.61,2840.27,-0.41,Hotel is performing on par with peers. Minor adjustments optional.,medium,7
9855,2024-06-15,rural,new_hotel,SET,,75.0,,22.5,75.0,96.48,627.09,-0.597,New hotel. Start at peer median €75.,low,9
10850,2024-06-15,coastal_town,underperforming,RAISE,73.76344737925474,100.97,16.25,15.0,68.25,100.97,1434.36,-0.883,Hotel is underpriced vs best peer. Raise to €101.,medium,7
6597,2024-06-15,coastal_town,underperforming,RAISE,106.63178280311821,151.29,279.64,143.72,154.75,151.29,5900.24,-0.475,Hotel is underpriced vs best peer. Raise to €151.,medium,6
6638,2024-06-15,urban_fringe,underperforming,RAISE,86.63541666666667,125.5,24.75,27.89,124.35,125.5,2277.01,-0.496,Hotel is underpriced vs best peer. Raise to €126.,low,9
8191,2024-06-15,urban_fringe,underperforming,RAISE,79.36780009276438,174.05,9.31,8.7,90.0,174.05,1019.44,-0.496,Hotel is underpriced vs best peer. Raise to €174.,high,9
7320,2024-06-15,urban_core,underperforming,RAISE,100.46726140755723,168.33,41.95,29.64,88.55,168.33,847.64,-0.856,Hotel is underpriced vs best peer. Raise to €168.,medium,7
6857,2024-06-15,provincial_city,underperforming,RAISE,87.74272882541615,133.08,226.27,126.42,117.55,133.08,7395.23,-0.594,Hotel is underpriced vs best peer. Raise to €133.,high,8
10601,2024-06-15,rural,underperforming,RAISE,100.88615729884151,136.32,10.99,11.74,107.19,136.32,769.26,-0.597,Hotel is underpriced vs best peer. Raise to €136.,high,8
11040,2024-06-15,rural,underperforming,INVESTIGATE,79.25067155067154,79.25,70.54,70.54,103.82,85.39,9673.9,-0.322,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,high,9
15298,2024-06-15,major_metro,underperforming,INVESTIGATE,94.05308597883598,94.05,81.65,81.65,80.71,104.42,3058.04,-0.41,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,7
12648,2024-06-15,rural,underperforming,LOWER,141.07338548752836,111.9,18.35,16.36,97.27,111.9,4092.47,-0.597,Hotel is overpriced vs best peer. Lower to €112.,high,8
11899,2024-06-15,resort_coastal,underperforming,RAISE,70.14926870748299,239.94,49.39,70.96,338.02,239.94,5758.58,-0.24,Hotel is underpriced vs best peer. Raise to €240.,high,8
15375,2024-06-15,provincial_city,on_par,HOLD,164.15981330875857,164.16,425.48,425.48,98.54,92.67,2118.16,-0.594,Hotel is performing on par with peers. Minor adjustments optional.,medium,7
8309,2024-06-15,urban_core,underperforming,LOWER,238.36493333333334,120.35,170.26,108.67,110.0,120.35,4177.9,-0.533,Hotel is overpriced vs best peer. Lower to €120.,low,9
9106,2024-06-15,urban_fringe,underperforming,RAISE,119.79697656047657,240.61,184.59,228.58,126.0,240.61,13164.57,-0.267,Hotel is underpriced vs best peer. Raise to €241.,high,10
10499,2024-06-15,resort_coastal,underperforming,LOWER,89.18780348965774,73.9,16.66,14.86,77.0,73.9,709.41,-0.445,Hotel is overpriced vs best peer. Lower to €74.,high,10
6896,2024-06-15,urban_fringe,underperforming,INVESTIGATE,112.10044696969697,112.1,11.65,11.65,74.75,101.41,6514.28,-0.496,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,7
7520,2024-06-15,resort_coastal,underperforming,RAISE,64.72822420557395,186.59,16.05,9.33,119.38,186.59,491.22,-0.445,Hotel is underpriced vs best peer. Raise to €187.,high,9
10820,2024-06-15,urban_fringe,on_par,HOLD,159.24513336155374,159.25,28.65,28.65,30.66,111.19,306.65,-0.496,Hotel is performing on par with peers. Minor adjustments optional.,medium,5
11874,2024-06-15,rural,underperforming,INVESTIGATE,120.4195573870574,120.42,101.89,101.89,95.25,108.35,3002.98,-0.322,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,high,8
9491,2024-06-15,major_metro,underperforming,INVESTIGATE,60.496546044166685,60.5,31.29,31.29,95.0,69.49,607.32,-0.571,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,high,9
12653,2024-06-15,major_metro,underperforming,LOWER,150.49411057500598,106.15,38.85,33.55,110.88,106.15,1061.53,-0.761,Hotel is overpriced vs best peer. Lower to €106.,high,9
11252,2024-06-15,urban_fringe,underperforming,RAISE,88.20964779031205,111.59,52.03,60.06,69.0,111.59,726.9,-0.33,Hotel is underpriced vs best peer. Raise to €112.,high,9
11900,2024-06-15,rural,underperforming,RAISE,78.75323515886103,144.0,55.6,74.58,80.5,144.0,521.16,-0.322,Hotel is underpriced vs best peer. Raise to €144.,medium,5
10002,2024-06-15,resort_coastal,underperforming,RAISE,89.13049407735123,162.05,31.83,38.19,136.12,162.05,3403.11,-0.416,Hotel is underpriced vs best peer. Raise to €162.,high,8
8961,2024-06-15,major_metro,on_par,HOLD,423.5844217100056,423.58,637.7,637.7,134.4,273.7,5825.98,-0.41,Hotel is performing on par with peers. Minor adjustments optional.,medium,7
12840,2024-06-15,urban_fringe,underperforming,RAISE,110.62914328231292,315.21,94.82,136.85,201.18,315.21,10311.72,-0.267,Hotel is underpriced vs best peer. Raise to €315.,high,10
12256,2024-06-15,rural,on_par,HOLD,214.16498983274644,214.16,1284.99,1284.99,255.1,218.4,12043.05,-0.322,Hotel is performing on par with peers. Minor adjustments optional.,medium,7
9783,2024-06-15,coastal_town,underperforming,RAISE,39.81901175695551,149.91,2.13,7.5,52.25,149.91,661.41,-0.883,Hotel is underpriced vs best peer. Raise to €150.,high,9
19940,2024-06-15,coastal_town,underperforming,LOWER,142.3533306878307,84.69,99.99,70.94,87.0,84.69,6448.34,-0.475,Hotel is overpriced vs best peer. Lower to €85.,high,9
19190,2024-06-15,small_town,underperforming,RAISE,46.23715150605442,209.34,3.37,10.47,51.18,209.34,707.19,-0.749,Hotel is underpriced vs best peer. Raise to €209.,medium,6
11745,2024-06-15,major_metro,underperforming,LOWER,158.17123418607255,104.0,52.14,42.92,114.66,104.0,6819.46,-0.735,Hotel is overpriced vs best peer. Lower to €104.,high,8
11406,2024-06-15,urban_fringe,underperforming,LOWER,150.7797194921092,123.48,222.03,117.31,124.26,123.48,9190.77,-0.267,Hotel is overpriced vs best peer. Lower to €123.,high,9
19426,2024-06-15,urban_core,underperforming,RAISE,328.75,723.76,46.96,36.19,121.09,723.76,3618.82,-0.991,Hotel is underpriced vs best peer. Raise to €724.,low,9
15626,2024-06-15,urban_core,underperforming,LOWER,119.00047619047618,75.95,82.38,62.9,77.88,75.95,6531.79,-0.542,Hotel is overpriced vs best peer. Lower to €76.,high,8
23022,2024-06-15,rural,underperforming,LOWER,112.89184697363794,59.09,22.66,15.23,72.66,59.09,1135.87,-0.597,Hotel is overpriced vs best peer. Lower to €59.,high,10
6333,2024-06-15,resort_coastal,on_par,HOLD,116.93234920634922,116.93,93.27,93.27,121.0,124.58,1939.86,-0.24,Hotel is performing on par with peers. Minor adjustments optional.,medium,6
7166,2024-06-15,rural,underperforming,INVESTIGATE,141.62478930966327,141.62,34.92,34.92,110.66,151.42,404.82,-0.597,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,5
7423,2024-06-15,rural,underperforming,RAISE,83.70980208333333,110.05,2.78,5.5,69.0,110.05,953.0,-0.597,Hotel is underpriced vs best peer. Raise to €110.,medium,9
13070,2024-06-15,small_town,underperforming,INVESTIGATE,123.08436609686608,123.08,11.72,11.72,104.09,125.02,2406.64,-0.749,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,9
14575,2024-06-15,urban_fringe,underperforming,LOWER,200.80763888888887,120.54,105.18,72.42,88.0,120.54,2410.8,-0.368,Hotel is overpriced vs best peer. Lower to €121.,medium,7
11162,2024-06-15,coastal_town,underperforming,RAISE,62.32880723446771,100.97,7.44,5.45,79.25,100.97,1434.36,-0.883,Hotel is underpriced vs best peer. Raise to €101.,high,10
10458,2024-06-15,urban_fringe,underperforming,RAISE,72.99000850340137,120.6,10.85,12.14,116.32,120.6,1297.07,-0.496,Hotel is underpriced vs best peer. Raise to €121.,high,9
15527,2024-06-15,urban_fringe,underperforming,INVESTIGATE,104.83824404761904,104.84,63.65,63.65,96.82,110.19,5950.19,-0.32,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,8
21087,2024-06-15,major_metro,underperforming,RAISE,98.63456549879545,240.61,234.51,228.58,126.0,240.61,13164.57,-0.41,Hotel is underpriced vs best peer. Raise to €241.,high,9
10406,2024-06-15,urban_fringe,underperforming,RAISE,58.37192307692307,86.41,22.45,26.1,79.28,86.41,2999.56,-0.447,Hotel is underpriced vs best peer. Raise to €86.,low,4
8538,2024-06-15,small_town,underperforming,LOWER,129.98666666666668,92.34,4.13,4.62,74.75,92.34,2789.96,-0.749,Hotel is overpriced vs best peer. Lower to €92.,low,7
13739,2024-06-15,rural,underperforming,LOWER,108.64821992634367,62.08,20.3,14.57,60.83,62.08,617.38,-0.597,Hotel is overpriced vs best peer. Lower to €62.,high,8
12324,2024-06-15,urban_fringe,underperforming,RAISE,127.21088435374149,341.84,23.37,17.09,128.91,341.84,9864.63,-0.496,Hotel is underpriced vs best peer. Raise to €342.,medium,10
11589,2024-06-15,urban_fringe,underperforming,RAISE,73.10039913880628,150.27,7.73,7.57,109.05,150.27,2485.66,-0.496,Hotel is underpriced vs best peer. Raise to €150.,high,10
8710,2024-06-15,major_metro,underperforming,RAISE,120.09025285900796,471.7,133.57,23.59,132.3,471.7,12264.28,-0.41,Hotel is underpriced vs best peer. Raise to €472.,high,8
11213,2024-06-15,major_metro,underperforming,INVESTIGATE,153.40919969961163,153.41,28.18,28.18,125.67,175.53,4622.22,-0.761,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,high,8
10417,2024-06-15,rural,underperforming,LOWER,268.8494627750125,150.27,29.08,20.54,83.68,150.27,2485.66,-0.597,Hotel is overpriced vs best peer. Lower to €150.,high,8
14535,2024-06-15,small_town,underperforming,LOWER,353.23807692307696,130.5,205.73,100.2,416.2,130.5,5890.95,-0.505,Hotel is overpriced vs best peer. Lower to €130.,high,10
